SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
ROML,Raj Oil Mills Limited,13-Aug-2026,Financial Results,"Board Meeting Intimation for A) To Consider And Approve Un-Audited Standalone Financial Statements Of The Company For The Quarter And Three-Months Ended June 30, 2026 Along With Limited Review Report Thereon. B) Any Other Item With The Permission Of Chair."
RPSGVENT,RPSG VENTURES LIMITED,13-Aug-2026,Board Meeting Intimation,RPSG VENTURES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RPSGVENT,RPSG VENTURES LIMITED,13-Aug-2026,Financial Results,"inter alia, to consider, approve and take on record the Unaudited Financial Results (Standalone and Consolidated) for the quarter ended Jun 30, 2026."
SABEVENTS,Sab Events & Governance Now Media Limited,13-Aug-2026,Board Meeting Intimation,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SABEVENTS,Sab Events & Governance Now Media Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SADBHAV,Sadbhav Engineering Limited,13-Aug-2026,Board Meeting Intimation,SADBHAV ENGINEERING LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Increase in authorised capital/Other business.
SADBHAV,Sadbhav Engineering Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SAKHTISUG,Sakthi Sugars Limited,13-Aug-2026,Board Meeting Intimation,SAKTHI SUGARS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SAKHTISUG,Sakthi Sugars Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SAKUMA,Sakuma Exports Limited,13-Aug-2026,Board Meeting Intimation,SAKUMA EXPORTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SAKUMA,Sakuma Exports Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SALASAR,Salasar Techno Engineering Limited,13-Aug-2026,Board Meeting Intimation,SALASAR TECHNO ENGINEERING LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SALASAR,Salasar Techno Engineering Limited,13-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the period ended Jun 30, 2026."
SALONA,Salona Cotspin Limited,13-Aug-2026,Board Meeting Intimation,SALONA COTSPIN LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SALONA,Salona Cotspin Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SAMMAANCAP,Sammaan Capital Limited,13-Aug-2026,Board Meeting Intimation,SAMMAAN CAPITAL LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SAMMAANCAP,Sammaan Capital Limited,13-Aug-2026,Financial Results,"Pursuant to the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended, we wish to inform you that a meeting of the Board of Directors of the Company will be held on Thursday, August 13, 2026, inter-alia, to consider a"
SANGINITA,Sanginita Chemicals Limited,13-Aug-2026,Board Meeting Intimation,SANGINITA CHEMICALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SANGINITA,Sanginita Chemicals Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SANSTAR,Sanstar Limited,13-Aug-2026,Board Meeting Intimation,SANSTAR LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SANSTAR,Sanstar Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SANWARIA,Sanwaria Consumer Limited,13-Aug-2026,Board Meeting Intimation,SANWARIA CONSUMER LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Quarterly ended June 2026 .
SANWARIA,Sanwaria Consumer Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SBGLP,Suratwwala Business Group Limited,13-Aug-2026,Board Meeting Intimation,SURATWWALA BUSINESS GROUP LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend/Other business.
SBGLP,Suratwwala Business Group Limited,13-Aug-2026,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026, dividend and other business matters"
SCPL,Sheetal Cool Products Limited,13-Aug-2026,Board Meeting Intimation,SHEETAL COOL PRODUCTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SCPL,Sheetal Cool Products Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SEAMECLTD,Seamec Limited,13-Aug-2026,Board Meeting Intimation,SEAMEC LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SEAMECLTD,Seamec Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SGIL,Synergy Green Industries Limited,13-Aug-2026,Board Meeting Intimation,SYNERGY GREEN INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SGIL,Synergy Green Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SGL,STL Global Limited,13-Aug-2026,Board Meeting Intimation,STL GLOBAL LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SGL,STL Global Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SHANTIGOLD,Shanti Gold International Limited,13-Aug-2026,Board Meeting Intimation,SHANTI GOLD INTERNATIONAL LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SHANTIGOLD,Shanti Gold International Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SHIVAMAUTO,Shivam Autotech Limited,13-Aug-2026,Board Meeting Intimation,SHIVAM AUTOTECH LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SHIVAMAUTO,Shivam Autotech Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SHRADHA,Shradha Realty Limited,13-Aug-2026,Board Meeting Intimation,SHRADHA REALTY LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SHRADHA,Shradha Realty Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SHREERAMA,Shree Rama Multi-Tech Limited,13-Aug-2026,Board Meeting Intimation,Shree Rama Multi-Tech Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Alteration of date of payment of interest or redemption amount.
SHREERAMA,Shree Rama Multi-Tech Limited,13-Aug-2026,Alteration of date of payment of interest or redemption amount,"Variation in the terms/tenure of Redemption of 7,66,666 15% Cumulative Redeemable Preference shares of Rs. 100/- each (unlisted) and other considerations as may be applicable"
SHREERAMA,Shree Rama Multi-Tech Limited,13-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the quarter ended Jun 30, 2026"
SIGACHI,Sigachi Industries Limited,13-Aug-2026,Board Meeting Intimation,SIGACHI INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SIGACHI,Sigachi Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,13-Aug-2026,Board Meeting Intimation,SIGMA ADVANCED SYSTEMS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,13-Aug-2026,Financial Results,"To consider and approve the financial results for the quarter ended Jun 30, 2026 - Prior Intimation of Board Meeting pursuant to Regulation 29 (1) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015"
SILGO,Silgo Retail Limited,13-Aug-2026,Board Meeting Intimation,SILGO RETAIL LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SILGO,Silgo Retail Limited,13-Aug-2026,Financial Results,"To consider and approve the unaudited financial results for the period ended Jun 30, 2026"
SILINV,SIL Investments Limited,13-Aug-2026,Board Meeting Intimation,SIL INVESTMENTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SILINV,SIL Investments Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SINDHUTRAD,Sindhu Trade Links Limited,13-Aug-2026,Board Meeting Intimation,SINDHU TRADE LINKS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
